title,content
Stocks slide as Trump warns of US economy 'transition',"A sell-off in the US stock market gathered steam on Monday, fuelled by rising concern about the cost of the trade war to the world's largest economy. The S&P 500, which tracks the biggest American companies, fell about 2% in early trade, while the Dow Jones dropped 0.9% and the Nasdaq sank more than 3.5%. The falls came after President Donald Trump ducked questions about whether the US economy was facing a recession or price rises as a result of tariff moves, while warning instead of a ""period of transition"". Commerce Secretary Howard Lutnick, however, insisted there would be no contraction in the US, although he acknowledged that the price of some goods may rise. Investors fear that tariffs - which are taxes on goods applied as they enter the country - will lead to higher prices and ultimately dent growth in the world's largest economy. ""The level of tariffs that Trump is imposing, I think no doubt, will have to cause inflation somewhere down the line,"" Rachel Winter, investment manager at Killik & Co, told the Today programme. Economist Mohamed El-Erian said investors had been optimistic about Trump's plans for de-regulation and lower taxes, while under-estimating the likelihood of a trade war. He said the recent falls in the stock market, which started last week, reflect the adjustment of those bets. ""It's a complete change in what the market expected,"" he added, noting that investors are also responding to signs that businesses and households are starting to hold off on spending amid the uncertainty, which could hurt economic growth. European stocks closed lower on Monday, with France's CAC and the London FTSE indices both closing around 0.9% lower. Germany's DAX closed 1.75% lower. Susannah Streeter, head of money and markets at the stockbrokers Hargreaves Lansdown, said it was because of ""unease around the impact of Trump tariffs"". She added that concerns over the US economy entering a recession is worrying investors. Tesla shares fell about 8% on Monday, while tech stocks Nvidia and Meta were both down more than 4%. Speaking to Fox News in an interview broadcast on Sunday but recorded on Thursday, Trump appeared to acknowledge the concerns, responding to a question about whether the US was facing recession: ""I hate to predict things like that. There is a period of transition because what we're doing is very big. We're bringing wealth back to America. That's a big thing."" ""It takes a little time, but I think it should be great for us,"" he added. The US president has accused China, Mexico and Canada of not doing enough to end the flow of illegal drugs and migrants into the US. The three countries have rejected the accusations. He imposed new 25% tariffs on imports from Mexico and Canada last week, but then exempted many of those goods just two days later. Trump also doubled a blanket tariff on goods from China to 20%. The US is now facing retaliation, including new tit-for-tat tariffs from China targeting US farm products that came into effect on Monday. They mean US exports including chicken, beef, pork, wheat, and soybeans face new tariffs of 10% to 15%. Ontario premier Doug Ford, who leads Canada's most populous province, also said he was going forward with a 25% surcharge on energy exports to the US, announced in retaliation for the tariffs. If Trump escalates, ""I will not hesitate to shut the electricity off completely,"" he warned. Speaking on NBC on Sunday, Commerce Secretary Howard Lutnick acknowledged: ""Foreign goods may get a little more expensive"". ""But American goods are going to get cheaper,"" he said. But when asked whether the US economy could face a recession he added: ""Absolutely not… There's going to be no recession in America."" Former US Commerce Department official, Frank Lavin, told the BBC that he thinks the trade war is unlikely to escalate out of control. But while tariffs will eventually ""fade a bit"" they will still be an ""extra burden on the US economy,"" he said. Han Shen Lin, China country director at consultancy firm The Asia Group, told the BBC's Today programme: ""You're seeing a lot of tit for tat between both sides to demonstrate that neither side will back off easily. ""That said China has realised it probably can't export its way to GDP growth in the way that it used to so it is focusing a lot more on the domestic economy right now."" The move is in retaliation to Trump's tariff threats on Canada, and is expected to raise energy costs for 1.5 million US homes. Doug Ford announced a 25% surcharge on electricity affecting 1.5 million homes and businesses across Minnesota, Michigan and New York. The incoming Canadian PM has made standing up to his US counterpart a big part of his campaign. Justin Trudeau's party was headed for near-certain defeat - until the US president said he wanted to make Canada the 51st state. Across the country, Canadians are defiant in boycotting American goods and travel even as Trump promises another temporary reprieve. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"A man was killed and two women, including an Israeli tourist, were allegedly gang-raped last week. Lalit Modi is wanted by Indian authorities in connection with corruption allegations, which he denies. Yo Yo Honey Singh, who transformed Indian hip-hop, has made a comeback after a long battle with drug abuse. Batter Harry Brook withdraws from this year's Indian Premier League, saying he wants to prioritise playing for England. Indian deportee tells BBC about his risky journey and how Trump’s tactics are spreading fear. Lalit Modi is wanted by Indian authorities in connection with corruption allegations, which he denies. Across India anxiety is growing about the early onset of summer and its impact on the economy. The Champions Trophy had its moments but familiar issues leave apathy as the biggest threat to international cricket's future, writes BBC Sport's Matthew Henry. India win the Champions Trophy for a record third time after a four-wicket victory over New Zealand in Dubai. Yo Yo Honey Singh, who transformed Indian hip-hop, has made a comeback after a long battle with drug abuse. India were awarded white jackets after winning the 2025 Champions Trophy - but what's the history behind the prize? Data from India's second Time Use Survey shows that women still do far more domestic work than men. Sthal is notable for the unflinching way it portrays a bride's experience in arranged marriage. Jagtar Singh Johal was accused of being a terrorist, but his family say he's an innocent man who has been tortured. One in five Indian households invest in the stock market, but the recent crash has left investors anxious. A photojournalist narrates his experience of capturing the world's biggest religious gathering for decades. Does the world's largest religious gathering ever go to sleep? The BBC filmed through the night to find out. The star was stopped from busking ahead of his concert in the southern Indian city of Bengaluru. Officials say the unlikely pair fell into the water when the tiger was chasing the boar. Several people are feared killed in the crush at the Kumbh Mela, the world's largest religious gathering. An overview of the media in India, as well as links to broadcasters and newspapers. Provides an overview of India, including key events and facts about the world's largest democracy. An overview of the media in Indian- and Pakistan-controlled Kashmir, and links to broadcasters. Provides an overview of Kashmir, which has been partitioned between India and Pakistan since 1947. Which sides are on course to make the Champions Trophy semi-finals? Who has the most runs? And who has taken the most wickets? A man was killed and two women, including an Israeli tourist, were allegedly gang-raped last week. Lalit Modi is wanted by Indian authorities in connection with corruption allegations, which he denies. Across India anxiety is growing about the early onset of summer and its impact on the economy. India were awarded white jackets after winning the 2025 Champions Trophy - but what's the history behind the prize? Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Musk and Rubio spar with Polish minister over Starlink in Ukraine,"US Secretary of State Marco Rubio and Elon Musk have clashed with Poland's foreign minister over the use of the tech billionaire's Starlink satellite internet system in Ukraine. Musk said on X that Ukraine's ""entire front line"" would collapse if he turned the system off. Radoslaw Sikorski responded, saying his country paid for its use in Ukraine and a threat to shut it down would result in a search for another network. Rubio dismissed Sikorski's claims and told him to be grateful, while Musk called him a ""small man"". The exchange appeared to lead to Polish PM Donald Tusk calling on his country's allies to show respect for their weaker partners, rather than arrogance. Starlink's system is part of SpaceX's venture to provide high-speed internet to remote and underserved areas. It has been used extensively by the Ukrainian military. Sunday's exchange started when Musk posted that Starlink was the ""backbone of the Ukrainian army"" and that ""their entire front line would collapse if I turned it off"". Sikorski then responded, saying that Poland was paying for the service. ""Starlinks for Ukraine are paid for by the Polish Digitization Ministry at the cost of about $50 million per year,"" Sikorski wrote. ""The ethics of threatening the victim of aggression apart, if SpaceX proves to be an unreliable provider we will be forced to look for other suppliers."" In response, Rubio said Sikorski was ""just making things up... no-one has made any threats about cutting Ukraine off from Starlink"". ""And say thank you because without Starlink Ukraine would have lost this war long ago and Russians would be on the border with Poland right now,"" he added. Musk later responded to Sikorski's post calling him a ""small man"". ""Be quiet, small man. You pay a tiny fraction of the cost. And there is no substitute for Starlink,"" he wrote. On Monday morning Polish Prime Minister Tusk, without specifying who or what he was referring to, wrote on X: ""True leadership means respect for partners and allies. ""Even for the smaller and weaker ones. Never arrogance. Dear friends, think about it."" The Starlink terminals are key to Ukraine's army operations and have been used since the start of the Russian invasion in February 2022. There are tens of thousands of terminals in the country, including up to 500 bought by the US Department of Defence in June 2023. Starlink is one of, if not the most, reliable means of communication for Ukrainian troops. It is used for reconnaissance drones, which stream troops real-time battlefield data that allows for quick reactions to attacks. This compensates for Ukraine's disadvantages in manpower, as the military does not need to keep large numbers of soldiers along the entire defensive line. Drone footage also helps to direct artillery fire and identify targets for kamikaze drones. Requesting evacuation or providing the exact location of a target would also be much slower and more complicated without Starlink, as regular radio stations may be out of range, jammed or compromised. Additional reporting by Abdujalil Abdurasulov It is part of an effort to protest the role Tesla's billionaire owner, Elon Musk, has played in the Trump administration. How are Russia and Ukraine placed after three years of fighting and with Donald Trump suggesting talks on ending the war could begin soon? Russia hoped to overthrow Ukraine's pro-Western government in days, but it failed. Cameron Thomas was in the RAF before becoming an MP last year, and recently returned from Ukraine. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Musk's Tesla facilities in US face 'Takedown' protests,"Tesla facilities across the US are facing protests and vandalism in response to the political role Elon Musk, who owns the car manufacturer, has played in the Trump administration. Most ""Tesla Takedown"" protests have been peaceful, but a few have been destructive with fires intentionally set at Tesla showrooms and charging stations in Colorado and Massachusetts last week. That was followed by six arrests in New York over the weekend when hundreds of protesters occupied a Tesla showroom. There has also been a spike in Cybertruck vandalism across the US, and some car owners are defacing their own Teslas in protest of Musk. One woman showed up to a protest outside a Burbank Tesla on Sunday with an expletive and Musk's name scrawled in chalk across her white Model X sedan. Another car carried an ""Anti Elon Tesla Club"" sticker. The protests illustrate a growing unease over Musk's influence on the US government since President Donald Trump allowed him to create the cost-cutting task force Department of Government Efficiency (Doge). So far, Doge has fired or offered buyouts to about 100,000 federal employees and gained access to the sensitive personal and financial information of millions of Americans. Critics have resorted to calling the tech billionaire ""President Musk"", arguing that he has too much power in the White House. Some at the protest in Burbank held signs that said ""Deport Elon"" and ""Boycott Swasticar"" - with protesters attempting to connect the car to fascism. Tesla produced the must-have electric cars for many Americans with progressive views, but several protesters said they regretted their purchase after Musk involved himself with Trump and US politics. Karen Rabwin, a protester at the Burbank Tesla on Sunday, attended just two days after trading in her Tesla for a Cadillac. She had slapped a bumper sticker on her old vehicle that read ""Bought This Car Before We Knew"" in a veiled reference to Musk, but she felt that wasn't enough. ""It was embarrassing,"" she said of driving the Tesla. ""It wasn't what I stood for. How could I drive that car? I have principles."" Singer Sheryl Crow donated her Tesla to National Public Radio last month. She posted a video to Instagram waving goodbye to the car as it was towed away. ""There comes a time when you have to decide who you are willing to align with. So long Tesla,"" Ms Crow wrote. Musk has responded to the protests by sharing a video on X - the social media platform he owns - of a Cybertruck customer in Texas marvelling at the vehicle's full self-driving mode. ""Heartfelt thanks to everyone supporting Tesla, despite many attacks against our stores and offices,"" Musk wrote. The social media platform has many posts of Tesla owners showcasing their electric cars. But there are also now videos showing a growing trend of Cybertrucks vandalized with swastikas, used as skate ramps or covered in garbage. During Mardi Gras in New Orleans, spectators booed an orange Cybertruck and pelted it with beads, calling the futuristic looking vehicle a ""Deplorean"" or other unfriendly monikers. Protesters on Sunday said they want to take down Telsa's value because they are concerned that Mr Musk is damaging the economy and the the country - and their efforts may be having an effect. While Tesla's share price surged after Trump was elected - with Musk by his side on election night in Florida - they have tumbled back to pre-election levels following the  backlash to Musk's political involvement. Some on Sunday also raised concerns that Musk's government involvement is benefiting his businesses. Critics note that the tech entrepeneur's companies have billions of dollar of contracts with the US government, primarily with Nasa and the Defense Department, which are increasingly reliant on Musk's SpaceX for satellite launches and space exploration. Last week, reports claimed the Musk had attempted to get the Federal Aviation Administration to cancel a $2.4 billion contract with Verizon to revamp the agency's telecommunications system and awarding it to Starlink, a company owned by SpaceX, instead. SpaceX denied that report, posting on X that ""Starlink is a possible partial fix to an aging system. There is no effort or intent for Starlink to 'take over' any existing contract"". Some constituents are furious at Musk's involvement and the White House's effort to cut certain jobs and programmes. Many have shown up at Republican town halls to protest the cuts and the tech billionaire's growing influence. House Speaker Mike Johnson and other Republican leaders urged members of their party to stop hosting events in response, claiming without evidence that they were being disrupted by ""professional protesters"". US officials accused Mahmoud Khalil of activities ""aligned to Hamas"" but his lawyer said the government was attacking free speech. Humanitarian organisations have warned that the end of USAID programmes is already impacting millions. The new district attorney's move could roll back an effort by his predecessor to ease the brothers' punishment for killing their parents. BBC Russia editor Steve Rosenberg explores how Moscow has warmed to Trump's America. Becky Burke, 28, has spent 10 days in a facility in Washington State and is desperate to come home. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"The Thai officer nicknamed Joe Ferrari was serving a life sentence at a Bangkok prison. Hackers from the infamous Lazarus Group are in a cat-and-mouse game to launder their stolen funds from the ByBit heist. Indian deportee tells BBC about his risky journey and how Trump’s tactics are spreading fear. The two women were reportedly stargazing with three male tourists near a lake in Hampi, Karnataka, when they were attacked. Critics say the announcement is a sham designed to maintain the junta's power through proxy parties. Hackers from the infamous Lazarus Group are in a cat-and-mouse game to launder their stolen funds from the ByBit heist. Residents are warned power may not return for days as further heavy rainfall is forecast. Across India anxiety is growing about the early onset of summer and its impact on the economy. Indian deportee tells BBC about his risky journey and how Trump’s tactics are spreading fear. Once a close ally of President Yoon Suk-Yeol, Han tells the BBC how and why he turned against him. A 50-year-old directive that policed students' hairstyles was found to be unconstitutional. Sthal is notable for the unflinching way it portrays a bride's experience in arranged marriage. South Korea's Air Force has apologised for the incident, which is under investigation. Tourists were finally allowed into North Korea last month, but the excitement has been short-lived. Yo Yo Honey Singh, who transformed Indian hip-hop, has made a comeback after a long battle with drug abuse. Data from India's second Time Use Survey shows that women still do far more domestic work than men. The BBC's Stephen McDonell breaks down what to look out for as China's leaders meet this week. One in five Indian households invest in the stock market, but the recent crash has left investors anxious. The EV giant has begun hiring in India and is reportedly hunting for showrooms in Delhi and Mumbai. Provides an overview of the Maldives, including key facts about this Indian Ocean country. An overview of the media in India, as well as links to broadcasters and newspapers. Provides an overview of India, including key events and facts about the world's largest democracy. Notes on the media in Bhutan, with links to newspapers, TV and radio broadcasters. An overview of Bhutan, including key facts about this small Himalayan kingdom. Notes on the media in Bangladesh and links to broadcasters and newspapers. Provides an overview of Bangladesh, including key dates and facts about this South Asian nation. An overview of the media in Afghanistan, including links to broadcasters and newspapers. Provides an overview of Afghanistan, including key dates and facts about this Asian country. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
'There's never been a spotlight like this': Greenland heads to the polls as Trump eyes territory,"Residents of Greenland head to the polls on Tuesday in a vote that in previous years has drawn little outside attention - but which may prove pivotal for the Arctic territory's future. US President Donald Trump's repeated interest in acquiring Greenland has put it firmly in the spotlight and fuelled the longstanding debate on the island's future ties with Copenhagen. ""There's never been a spotlight like this on Greenland before,"" says Nauja Bianco, a Danish-Greenlandic policy expert on the Arctic. Greenland has been controlled by Denmark – nearly 3,000km (1,860 miles) away – for about 300 years. It governs its own domestic affairs, but decisions on foreign and defence policy are made in Copenhagen. Now, five out of six parties on the ballot favour Greenland's independence from Denmark, differing only on how quickly that should come about. The debate over independence has been ""put on steroids by Trump"", says Masaana Egede, editor of Greenlandic newspaper Sermitsiaq. The island's strategic location and untapped mineral resources have caught the US president's eye. He first floated the idea of buying Greenland during his first term in 2019. Since taking office again in January, he has reiterated his intention to acquire the territory. Greenland and Denmark's leaders have repeatedly rebuffed his demands. Addressing the US Congress last week, however, Trump again doubled down. ""We need Greenland for national security. One way or the other we're gonna get it,"" he said, prompting applause and laughter from a number of politicians, including Vice-President JD Vance. In Nuuk, his words struck a nerve with politicians who were quick to condemn them. ""We deserve to be treated with respect and I don't think the American president has done that lately since he took office,"" Prime Minister Mute Egede said. Still, the US interest has stoked calls for Greenland to break away from Denmark, with much of the debate focused on when – not if – the process of independence should begin. Greenland's independence goal is not new, Nauja Bianco points out, and has been decades in the making. A string of revelations about past mistreatment of Inuit people by the Danes have hurt Greenlandic public opinion about Denmark. Earlier this year, PM Egede said the territory should free itself from ""the shackles of colonialism"". But it is the first time the subject has taken centre stage in an election. Inuit Ataqatigiit (IA), the party of Prime Minister Mute Egede, favours gradual steps towards autonomy. ""Citizens must feel secure,"" he told local media. Arctic expert Martin Breum says Egede's handling of the challenge from Trump and strong words against Denmark over past colonial wrongdoings ""will give him a lot of votes"". Smaller rivals could also gain ground and potentially shake up alliances. Opposition party Naleraq wants to immediately kick-off divorce proceedings from Copenhagen and have closer defence dealings with Washington. Pointing to Greenland's EU departure and Brexit, party leader Pele Broberg has said that Greenland could be ""out of the Danish kingdom in three years"". Naleraq is fielding the largest number of candidates and has gained momentum by riding the wave of discontent with Denmark. ""Naleraq will also be a larger factor too in parliament,"" predicts Mr Breum, who says party candidates have performed well on TV and on social media. However, the centre-right Demokraatit party believes it is too soon to push for independence. ""The economy will have to be much stronger than it is today,"" party candidate Justus Hansen told Reuters. Greenland's economy is driven by fishing, and government spending relies on annual subsidies from Denmark. Talk of Trump and independence has overshadowed other key issues for voters, says newspaper editor Masaana Egede. ""It's an election where we should be talking about healthcare, care of the elderly and social problems. Almost everything is about independence."" According to recent polls, almost 80% of Greenlanders back moves towards future statehood. About 44,000 people are eligible to vote, and given the low numbers and few polls, results are difficult to forecast. Even though a majority of Greenlanders favour independence, a survey has shown that half would be less enthusiastic about independence if that meant lower living standards. One poll found that 85% of Greenlanders do not wish to become a part of the United States, and nearly half see Trump's interest as a threat. One fear among some Greenlanders, says Masaana Egede, is how long the Arctic island could remain independent and whether it would break off from Denmark only to have another country ""standing on our coasts and start taking over"". Experts say it is this worry that could steer votes towards keeping the status quo. Although Greenland's right to self-determination is enshrined into law by the 2009 Self-Rule Act, there are several steps to take before the territory could break away from Denmark, including holding a referendum. This means getting full independence could take ""about 10 to 15 years,"" says Kaj Kleist, a veteran Greenlandic politician and civil servant who prepared the Self-Rule Act. ""There is lot of preparation and negotiations with the Danish government before you can make that a reality,"" he adds. Whatever the election's outcome, experts do not believe Greenland could become independent before Trump's second term is over in 2028. The results are expected in the early hours of Wednesday. US officials accused Mahmoud Khalil of activities ""aligned to Hamas"" but his lawyer said the government was attacking free speech. Humanitarian organisations have warned that the end of USAID programmes is already impacting millions. The new district attorney's move could roll back an effort by his predecessor to ease the brothers' punishment for killing their parents. BBC Russia editor Steve Rosenberg explores how Moscow has warmed to Trump's America. Becky Burke, 28, has spent 10 days in a facility in Washington State and is desperate to come home. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Enemies no more? How Russia's rhetoric about the US is changing,"The BBC's Russia editor Steve Rosenberg explores how Moscow has warmed to Trump's America, following the US president's return to power. Former US President Joe Biden and Russian President Vladimir Putin had made clear their mutual dislike for one another. But since Donald Trump won the US presidential race for a second time and returned the White House, there has been a distinct change in tone towards the US in the Kremlin and Russian state media. America has withdrawn its military support for Ukraine, how big of a hole does it leave? Speaking to reporters after a summit of European leaders in London, Ukrainian President Zelensky reflects on the public White House showdown. The US president says his Ukrainian counterpart wants to ""keep fighting"" against Russia when a ceasefire could happen immediately. The US president accused the Ukrainian leader of being disrespectful in a tense meeting in the Oval Office. The two flew in a private jet from Romania to Fort Lauderdale in Florida. The US president is set to meet UK Prime Minister Sir Keir Starmer - did the French leader show the way? The BBC's Analysis Editor Ros Atkins takes a look at what we know - and what we don't - about the US-Ukraine mineral deal. The two leaders discussed funding the Ukraine war effort on the third anniversary of Russia's invasion. The two leaders met at the White House on the third anniversary of Russia's  full-scale invasion of Ukraine. This is the first one-on-one meeting between the pair since the US president returned to the White House. The pair met at the White House on Monday - here's a look back at a series of unexpectedly touching greetings. The BBC's Analysis editor takes a look back at this week - and what it tells us about how the US sees Europe. Argentina's president gifted Elon Musk a chainsaw to symbolise cuts to bureaucracy. The US and Ukrainian Presidents clash after Trump initiates talks with Russia, excluding Ukraine. The US and Russia have been in peace talks about the Russia-Ukraine war that Ukraine wasn't included in. European leaders were 'shocked' after Vance’s speech at the Munich Security Conference. The Indian prime minister heads to the White House on the day Trump says he will introduce reciprocal tariffs. The US President took questions from the press in the Oval Office after announcing he would be meeting Putin in Saudi Arabia. The Gulf of Mexico has been renamed the Gulf of America on Google Maps in the US. BBC Verify explains why Google made the change. The Israelis last year used booby-trapped pagers to target Hezbollah, though civilians were also among the victims. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"Eight hours of rainfall hit Bahía Blanca, killing at least 13 people and leaving many areas under water. The Vatican said on Saturday the Pope had shown a ""good response"" in recent days to his treatment at Rome's Gemelli hospital. Crowds filled the Sambadrome to watch samba schools face off at Rio Carnival. BlackRock will buy two ports after Trump's interest in taking back control of the key shipping route. Mexico accuses US firms of practices that help arm gangs, but the US gun trade association denies wrongdoing. The Vatican said on Saturday the Pope had shown a ""good response"" in recent days to his treatment at Rome's Gemelli hospital. Trump said he was granting the two US neighbours a temporary exemption on tariffs that he imposed two days ago. Donald Trump and Justin Trudeau's clear tensions are a stark contrast to the Mexican leader's approach to the White House. Crowds filled the Sambadrome to watch samba schools face off at Rio Carnival. Joshuanette Francis strives to create a brighter future for people with physical challenges in Antigua. There are efforts under way to recycle and reuse more at what has been dubbed ""the greatest show on Earth"". Tariffs are a central part of Trump's political vision, but economists warn they could put prices up. Millions of people in Chile had their routines disrupted by an almost nationwide power cut. The latest statement suggests that the 88-year-old is able to sit in his chair, eat normally and do what the Vatican calls ""light work"". Surveillance footage shows the man standing up and walking away after the incident in Lima. Suspect tried to smuggle more than €10,000 of cocaine from Cartagena to Amsterdam, Colombian authorities said. Argentina's president gifted Elon Musk a chainsaw to symbolise cuts to bureaucracy. Peruvian police released footage showing a suspect pounding Cusco's 12-Angle Stone. Surveillance footage shows the man standing up and walking away after the incident in Lima. Eight hours of rainfall hit Bahía Blanca, killing at least 13 people and leaving many areas under water. Torrential rain has forced more than 1,200 residents to leave their homes. Joshuanette Francis strives to create a brighter future for people with physical challenges in Antigua. Crowds filled the Sambadrome to watch samba schools face off at Rio Carnival. There are efforts under way to recycle and reuse more at what has been dubbed ""the greatest show on Earth"". Officials say several gang members have been killed in a major police operation in Port-au-Prince. About 30 people were also injured after two buses collided early on Saturday, police say. The US president said Venezuela had not lived up to its promises on taking back deported migrants. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"The PM seizes the spotlight as Trump upends the world order - but he faces serious challenges in the UK. The UK was once ranked the best country for end-of-life care - but, say experts, that has all changed How a new atomic clock might be the way to tackle attacks on plane GPS systems A major study has found first cousin-parentage may have wider consequences than previously thought. Increasing numbers of young people are using the drug, experts say. The health impacts can be catastrophic. Three years on from Russia's invasion of Ukraine, the return of Donald Trump has changed everything How a new atomic clock might be the way to tackle attacks on plane GPS systems Donald Trump has promised to ""terminate"" diversity programmes. But a rebrand might yet save them. Starmer is confronting difficult dilemmas after Zelensky and Trump's showdown, writes Laura Kuenssberg. A major study has found first cousin-parentage may have wider consequences than previously thought. What could happen when Sir Keir Starmer visits the White House next Thursday? After incidents of vital underwater cables in the Baltic Sea being damaged, is Britain's subsea infrastructure exposed to sabotage? For years, Navalny was Vladimir Putin's biggest political rival, but now the Russian opposition is weaker than ever. For some Gen Zs, meeting online through shared hobbies is an alternative to the tyranny of the swipe. We look at plans for a civil service shake-up and at division in Reform UK. Is there a path to power for Romania’s far right independent candidate Calin Georgescu? How the former MP really feels about the SNP and her years at 'toxic' Westminster. Dan explains the many times Canada has resisted joining the USA since 1775. What happens next, following the Los Angeles wildfires? Donald Trump says he wants the US to take over Greenland. Could it happen? If so, how? The BBC gets special access to one of NATO’s most important fighter jets. Inside the shocking investigation into three missing young women. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
A simple guide to Canada's federal election,"Mark Carney is due to be sworn in as Canada's next prime minister in the coming days, having won the race to succeed Justin Trudeau. It means he will lead the governing Liberal Party of Canada in the next election -  which is expected to be called soon. Several political leaders had called for a vote after Trudeau announced he was resigning as leader of the Liberals in January. But after US President Donald Trump imposed steep tariffs on the country, potentially sparking a trade war, opposition parties have suggested Canada should vote as soon as possible. By law, the maximum time between federal elections in Canada is five years. The next vote is officially scheduled for 20 October 2025. However, there are a couple of scenarios in which an early election can be triggered: When Trudeau resigned in January, he suspended parliament so that the Liberal Party, which currently controls government, could have a leadership race to find his replacement. Carney, announced as Trudeau's replacement on Sunday, could call an election early. Pierre Poilievre, who leads the opposition Conservative Party, has already said he will call for a vote of no confidence once parliament returns, as has Jagmeet Singh, the leader of the New Democratic Party. In the Canadian federal election - as in the UK's general election - voters do not cast a ballot directly for a prime minister. Instead, it is the leader of the party with the majority of members of parliament (MPs) who becomes PM. That means Carney will be in the running, along with Poilievre and Singh. Four main parties will contest the next election - the Liberals, the Conservatives, the New Democrats (NDP) and the Bloc Quebecois. The Liberals have been in power since 2015, when Trudeau was voted in. They currently hold 153 seats. The Conservatives are the official opposition with 120 seats. The Bloc Quebecois, which only runs candidates in the province of Quebec, has 33 seats, and the NDP has 24. The Green Party hold two seats. During the latter stages of Trudeau's premiership, opinion polls consistently showed the Conservatives with a strong lead. But the numbers tightened after Trudeau stepped down. Trump has since taken office in the US and introduced steep tariffs against Canada, which has raised expectations of a closer vote. When Trudeau resigned at the beginning of this year , he did so under significant pressure from his own party - it was felt that his personal unpopularity was damaging the party's hopes of winning the next election. National polling averages, shared by the Canadian Broadcasting Corporation (CBC) , show how support for the Liberals waned throughout 2023 and 2024. At the same time, support for the Conservatives soared. On 20 January of this year - the day of Trump's inauguration - the Conservatives were polling 44.8% while the Liberals were on 21.9%. Since then, polls suggest that support for the Liberals has ticked back up. The latest averages indicate that 40.4% of Canadians back the Conservatives, while 30.8% support the Liberals. In the process of regaining some support, the Liberals have attempted to draw comparisons between Poilievre and Trump in the aftermath of the US president introducing 25% tariffs on all Canadian imports to the country. After being announced as Trudeau's successor, Carney said regarding the trade war that  ""Americans should make no mistake... Canada will win"". There are 343 federal ridings - also called constituencies or electoral districts -across the country. Each has a corresponding seat in the House of Commons. All the seats in the lower chamber, the House of Commons, are up for grabs during an election. Members of the Senate, the upper chamber, are appointed and do not run for election. Like the UK, Canada has a ""first-past-the-post"" electoral system. The candidate who gets the most votes in each riding wins that seat and become an MP. They do not need to get the majority of all the votes cast in their area. Other parties win nothing in that area. The leader of the party with the largest number of elected MPs will normally form the government. The second-placed party usually forms the official opposition. If no party ends up with a majority seats - the result is known as a hung parliament or a minority government. Practically, it means the party will not be able to pass legislation without the help of other parties. To vote in a Canadian election,  someone must be a Canadian citizen, at least 18 years old, and have proof of identity and address. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Musk says X hit by 'cyber-attack' as thousands report outages,"Elon Musk says X (formerly Twitter) has been hit by a ""massive cyber-attack"" on Monday, after thousands of users in the UK and US reported outages. Mr Musk, who has owned the platform since late 2022, suggested the attack may be ongoing. ""We get attacked every day, but this was done with a lot of resources,"" he wrote in a post on X. He suggested that ""either a large, coordinated group and/or a country is involved"". The BBC has approached X for comment. It comes after platform outage monitor Downdetector said it had seen tens of thousands of reports from US users of technical issues affecting the platform on Monday. There were more than 8,000 outage reports from UK users shortly before 14:00 GMT, following a brief but notable surge of reports on Monday morning. Many users trying to access the platform and refresh feeds on its app and desktop site during Monday's outages were met with a loading icon. Alp Toker, director of Netblocks, which monitors the connectivity of web services, said its own metrics suggested the outages could well be linked to a cyber-attack. ""What we've been seeing is consistent with what we've seen in past denial of service attacks, rather than a configuration or coding error in the platform,"" he told BBC News. He said the organisation has seen several major outages spanning more than six hours on Monday, ""each having global impact"". ""This is amongst the longest X/Twitter outages we've tracked in terms of duration, and the pattern is consistent with a denial of service attack targeting X's infrastructure at scale,"" he added. A distributed denial of service (DDoS) attack is an attempt to take a website offline by overwhelming it with internet traffic. Mr Musk has previously claimed that the platform has been targeted by DDoS attacks, but these have not been confirmed . The billionaire boss of X (formerly Twitter), Tesla and SpaceX is a controversial figure. The Today programme presenter said his login details were stolen after he clicked a link in a fraudulent email. Contrary to posts on his X account, the Today presenter reveals he is not launching a new cryptocurrency. Vice-President JD Vance had said the young employee should be given a second chance. A councillor says the site has seen a change to ""hateful content"" since it was bought by Elon Musk. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
